
Note: No compatibility mode selected!


Circuit: * spicemodels/option-b-encoder.spice

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
vdd                                        0.9
pwr                                1.42856e-05
xenc0.b0b                                  0.9
b0                                           0
xenc0.b1b                                  0.9
b1                                           0
xenc0.b2b                                  0.9
b2                                           0
xenc0.xxnor01.t1                           0.9
xenc0.xxnor01.xn1.n2                       0.9
xenc0.xxnor01.t2                           0.9
xenc0.xxnor01.xn2.n1                0.00370083
xenc0.xxnor01.t2b                  8.72774e-09
xenc0.xxnor01.t3                           0.9
xenc0.xxnor01.xnand.n1                0.574904
xenc0.xnor01                       8.72774e-09
xenc0.xor01                                0.9
xenc0.xxnor20.t1                           0.9
xenc0.xxnor20.xn1.n2                       0.9
xenc0.xxnor20.t2                           0.9
xenc0.xxnor20.xn2.n1                0.00370083
xenc0.xxnor20.t2b                  8.72774e-09
xenc0.xxnor20.t3                           0.9
xenc0.xxnor20.xnand.n1                0.574903
xenc0.xnor20                       8.72774e-09
xenc0.xor20                                0.9
xenc0.nb2                                  0.9
xenc0.np                           1.10672e-08
xenc0.xnandp.n1                     5.5336e-09
xenc0.pos                                  0.9
xenc0.nb1                                  0.9
xenc0.nn                            3.4911e-08
xenc0.xnandn.n1                    1.74555e-08
xenc0.neg                                  0.9
xenc0.nneg                         8.72774e-09
xenc0.ntp                                  0.9
xenc0.xnandtp.n1                      0.611774
tp0                                8.72774e-09
xenc0.npos                         8.72774e-09
xenc0.ntn                                  0.9
xenc0.xnandtn.n1                      0.574902
tn0                                8.72774e-09
xenc1.b0b                                  0.9
xenc1.b1b                                  0.9
xenc1.b2b                                  0.9
xenc1.xxnor01.t1                           0.9
xenc1.xxnor01.xn1.n2                       0.9
xenc1.xxnor01.t2                           0.9
xenc1.xxnor01.xn2.n1                0.00370083
xenc1.xxnor01.t2b                  8.72774e-09
xenc1.xxnor01.t3                           0.9
xenc1.xxnor01.xnand.n1                0.574902
xenc1.xnor01                       8.72774e-09
xenc1.xor01                                0.9
xenc1.xxnor20.t1                           0.9
xenc1.xxnor20.xn1.n2                       0.9
xenc1.xxnor20.t2                           0.9
xenc1.xxnor20.xn2.n1                0.00370083
xenc1.xxnor20.t2b                  8.72774e-09
xenc1.xxnor20.t3                           0.9
xenc1.xxnor20.xnand.n1                0.574905
xenc1.xnor20                       8.72774e-09
xenc1.xor20                                0.9
xenc1.nb2                                  0.9
xenc1.np                           1.10672e-08
xenc1.xnandp.n1                     5.5336e-09
xenc1.pos                                  0.9
xenc1.nb1                                  0.9
xenc1.nn                            3.4911e-08
xenc1.xnandn.n1                    1.74555e-08
xenc1.neg                                  0.9
xenc1.nneg                         8.72774e-09
xenc1.ntp                                  0.9
xenc1.xnandtp.n1                      0.611777
tp1                                8.72774e-09
xenc1.npos                         8.72774e-09
xenc1.ntn                                  0.9
xenc1.xnandtn.n1                      0.574903
tn1                                8.72774e-09
xenc2.b0b                                  0.9
xenc2.b1b                                  0.9
xenc2.b2b                                  0.9
xenc2.xxnor01.t1                           0.9
xenc2.xxnor01.xn1.n2                       0.9
xenc2.xxnor01.t2                           0.9
xenc2.xxnor01.xn2.n1                0.00370083
xenc2.xxnor01.t2b                  8.72774e-09
xenc2.xxnor01.t3                           0.9
xenc2.xxnor01.xnand.n1                0.574901
xenc2.xnor01                       8.72774e-09
xenc2.xor01                                0.9
xenc2.xxnor20.t1                           0.9
xenc2.xxnor20.xn1.n2                       0.9
xenc2.xxnor20.t2                           0.9
xenc2.xxnor20.xn2.n1                0.00370083
xenc2.xxnor20.t2b                  8.72774e-09
xenc2.xxnor20.t3                           0.9
xenc2.xxnor20.xnand.n1                0.574905
xenc2.xnor20                       8.72774e-09
xenc2.xor20                                0.9
xenc2.nb2                                  0.9
xenc2.np                           1.10672e-08
xenc2.xnandp.n1                     5.5336e-09
xenc2.pos                                  0.9
xenc2.nb1                                  0.9
xenc2.nn                            3.4911e-08
xenc2.xnandn.n1                    1.74555e-08
xenc2.neg                                  0.9
xenc2.nneg                         8.72774e-09
xenc2.ntp                                  0.9
xenc2.xnandtp.n1                      0.611776
tp2                                8.72774e-09
xenc2.npos                         8.72774e-09
xenc2.ntn                                  0.9
xenc2.xnandtn.n1                      0.574903
tn2                                8.72774e-09
xenc3.b0b                                  0.9
xenc3.b1b                                  0.9
xenc3.b2b                                  0.9
xenc3.xxnor01.t1                           0.9
xenc3.xxnor01.xn1.n2                       0.9
xenc3.xxnor01.t2                           0.9
xenc3.xxnor01.xn2.n1                0.00370083
xenc3.xxnor01.t2b                  8.72774e-09
xenc3.xxnor01.t3                           0.9
xenc3.xxnor01.xnand.n1                0.574903
xenc3.xnor01                       8.72774e-09
xenc3.xor01                                0.9
xenc3.xxnor20.t1                           0.9
xenc3.xxnor20.xn1.n2                       0.9
xenc3.xxnor20.t2                           0.9
xenc3.xxnor20.xn2.n1                0.00370083
xenc3.xxnor20.t2b                  8.72774e-09
xenc3.xxnor20.t3                           0.9
xenc3.xxnor20.xnand.n1                0.574904
xenc3.xnor20                       8.72774e-09
xenc3.xor20                                0.9
xenc3.nb2                                  0.9
xenc3.np                           1.10672e-08
xenc3.xnandp.n1                     5.5336e-09
xenc3.pos                                  0.9
xenc3.nb1                                  0.9
xenc3.nn                            3.4911e-08
xenc3.xnandn.n1                    1.74555e-08
xenc3.neg                                  0.9
xenc3.nneg                         8.72774e-09
xenc3.ntp                                  0.9
xenc3.xnandtp.n1                      0.611774
tp3                                8.72774e-09
xenc3.npos                         8.72774e-09
xenc3.ntn                                  0.9
xenc3.xnandtn.n1                      0.574902
tn3                                8.72774e-09
xenc4.b0b                                  0.9
xenc4.b1b                                  0.9
xenc4.b2b                                  0.9
xenc4.xxnor01.t1                           0.9
xenc4.xxnor01.xn1.n2                       0.9
xenc4.xxnor01.t2                           0.9
xenc4.xxnor01.xn2.n1                0.00370083
xenc4.xxnor01.t2b                  8.72774e-09
xenc4.xxnor01.t3                           0.9
xenc4.xxnor01.xnand.n1                0.574905
xenc4.xnor01                       8.72774e-09
xenc4.xor01                                0.9
xenc4.xxnor20.t1                           0.9
xenc4.xxnor20.xn1.n2                       0.9
xenc4.xxnor20.t2                           0.9
xenc4.xxnor20.xn2.n1                0.00370083
xenc4.xxnor20.t2b                  8.72774e-09
xenc4.xxnor20.t3                           0.9
xenc4.xxnor20.xnand.n1                0.574903
xenc4.xnor20                       8.72774e-09
xenc4.xor20                                0.9
xenc4.nb2                                  0.9
xenc4.np                           1.10672e-08
xenc4.xnandp.n1                     5.5336e-09
xenc4.pos                                  0.9
xenc4.nb1                                  0.9
xenc4.nn                            3.4911e-08
xenc4.xnandn.n1                    1.74555e-08
xenc4.neg                                  0.9
xenc4.nneg                         8.72774e-09
xenc4.ntp                                  0.9
xenc4.xnandtp.n1                      0.611776
tp4                                8.72774e-09
xenc4.npos                         8.72774e-09
xenc4.ntn                                  0.9
xenc4.xnandtn.n1                      0.574903
tn4                                8.72774e-09
xenc5.b0b                                  0.9
xenc5.b1b                                  0.9
xenc5.b2b                                  0.9
xenc5.xxnor01.t1                           0.9
xenc5.xxnor01.xn1.n2                       0.9
xenc5.xxnor01.t2                           0.9
xenc5.xxnor01.xn2.n1                0.00370083
xenc5.xxnor01.t2b                  8.72774e-09
xenc5.xxnor01.t3                           0.9
xenc5.xxnor01.xnand.n1                0.574903
xenc5.xnor01                       8.72774e-09
xenc5.xor01                                0.9
xenc5.xxnor20.t1                           0.9
xenc5.xxnor20.xn1.n2                       0.9
xenc5.xxnor20.t2                           0.9
xenc5.xxnor20.xn2.n1                0.00370083
xenc5.xxnor20.t2b                  8.72774e-09
xenc5.xxnor20.t3                           0.9
xenc5.xxnor20.xnand.n1                0.574905
xenc5.xnor20                       8.72774e-09
xenc5.xor20                                0.9
xenc5.nb2                                  0.9
xenc5.np                           1.10672e-08
xenc5.xnandp.n1                     5.5336e-09
xenc5.pos                                  0.9
xenc5.nb1                                  0.9
xenc5.nn                            3.4911e-08
xenc5.xnandn.n1                    1.74555e-08
xenc5.neg                                  0.9
xenc5.nneg                         8.72774e-09
xenc5.ntp                                  0.9
xenc5.xnandtp.n1                      0.611776
tp5                                8.72774e-09
xenc5.npos                         8.72774e-09
xenc5.ntn                                  0.9
xenc5.xnandtn.n1                      0.574902
tn5                                8.72774e-09
xenc6.b0b                                  0.9
xenc6.b1b                                  0.9
xenc6.b2b                                  0.9
xenc6.xxnor01.t1                           0.9
xenc6.xxnor01.xn1.n2                       0.9
xenc6.xxnor01.t2                           0.9
xenc6.xxnor01.xn2.n1                0.00370083
xenc6.xxnor01.t2b                  8.72774e-09
xenc6.xxnor01.t3                           0.9
xenc6.xxnor01.xnand.n1                0.574903
xenc6.xnor01                       8.72774e-09
xenc6.xor01                                0.9
xenc6.xxnor20.t1                           0.9
xenc6.xxnor20.xn1.n2                       0.9
xenc6.xxnor20.t2                           0.9
xenc6.xxnor20.xn2.n1                0.00370083
xenc6.xxnor20.t2b                  8.72774e-09
xenc6.xxnor20.t3                           0.9
xenc6.xxnor20.xnand.n1                0.574904
xenc6.xnor20                       8.72774e-09
xenc6.xor20                                0.9
xenc6.nb2                                  0.9
xenc6.np                           1.10672e-08
xenc6.xnandp.n1                     5.5336e-09
xenc6.pos                                  0.9
xenc6.nb1                                  0.9
xenc6.nn                            3.4911e-08
xenc6.xnandn.n1                    1.74555e-08
xenc6.neg                                  0.9
xenc6.nneg                         8.72774e-09
xenc6.ntp                                  0.9
xenc6.xnandtp.n1                      0.611775
tp6                                8.72774e-09
xenc6.npos                         8.72774e-09
xenc6.ntn                                  0.9
xenc6.xnandtn.n1                        0.5749
tn6                                8.72774e-09
xenc7.b0b                                  0.9
xenc7.b1b                                  0.9
xenc7.b2b                                  0.9
xenc7.xxnor01.t1                           0.9
xenc7.xxnor01.xn1.n2                       0.9
